Titel: Kraftstoffpreise an öffentlichen Tankstellen
Herausgeber: Statistisches Bundesamt (Destatis) - Dashboard Deutschland
Weitere Information: 
Quelle;Markttransparenzstelle für Kraftstoffe;Markttransparenzstelle für Kraftstoffe;Markttransparenzstelle für Kraftstoffe
Einheit;;;

Datum;Super E10;Diesel;Super E5
2024-09-03;1,68;1,57;1,74
2024-09-04;1,67;1,56;1,73
2024-09-05;1,67;1,56;1,72
2024-09-06;1,66;1,56;1,72
2024-09-07;1,66;1,56;1,72
2024-09-08;1,66;1,56;1,71
2024-09-09;1,66;1,56;1,71
2024-09-10;1,65;1,55;1,71
2024-09-11;1,64;1,55;1,7
2024-09-12;1,64;1,54;1,69
2024-09-13;1,64;1,54;1,7
2024-09-14;1,65;1,54;1,7
2024-09-15;1,65;1,54;1,7
2024-09-16;1,64;1,54;1,7
2024-09-17;1,64;1,53;1,69
2024-09-18;1,63;1,52;1,69
2024-09-19;1,64;1,53;1,7
2024-09-20;1,65;1,54;1,71
2024-09-21;1,65;1,54;1,71
2024-09-22;1,65;1,53;1,71
2024-09-23;1,65;1,54;1,71
2024-09-24;1,64;1,54;1,7
2024-09-25;1,64;1,54;1,7
2024-09-26;1,64;1,54;1,7
2024-09-27;1,64;1,53;1,7
2024-09-28;1,64;1,53;1,7
2024-09-29;1,63;1,53;1,69
2024-09-30;1,64;1,54;1,7
2024-10-01;1,63;1,53;1,69
2024-10-02;1,64;1,54;1,7
2024-10-03;1,65;1,55;1,71
2024-10-04;1,66;1,56;1,72
2024-10-05;1,67;1,57;1,72
2024-10-06;1,67;1,57;1,73
2024-10-07;1,67;1,58;1,73
2024-10-08;1,67;1,58;1,73
2024-10-09;1,68;1,58;1,73
2024-10-10;1,67;1,58;1,73
2024-10-11;1,67;1,58;1,73
2024-10-12;1,68;1,58;1,74
2024-10-13;1,68;1,59;1,74
2024-10-14;1,69;1,59;1,74
2024-10-15;1,68;1,58;1,74
2024-10-16;1,68;1,58;1,74
2024-10-17;1,67;1,56;1,73
2024-10-18;1,67;1,56;1,73
2024-10-19;1,67;1,57;1,73
2024-10-20;1,67;1,57;1,73
2024-10-21;1,67;1,57;1,73
2024-10-22;1,67;1,57;1,73
2024-10-23;1,68;1,57;1,74
2024-10-24;1,68;1,57;1,74
2024-10-25;1,68;1,58;1,74
2024-10-26;1,68;1,57;1,73
2024-10-27;1,68;1,58;1,73
2024-10-28;1,68;1,57;1,73
2024-10-29;1,67;1,57;1,72
2024-10-30;1,65;1,56;1,71
2024-10-31;1,65;1,56;1,71
2024-11-01;1,65;1,57;1,71
2024-11-02;1,65;1,57;1,71
2024-11-03;1,65;1,57;1,71
2024-11-04;1,65;1,57;1,71
2024-11-05;1,65;1,57;1,71
2024-11-06;1,66;1,58;1,72
2024-11-07;1,66;1,59;1,72
2024-11-08;1,66;1,59;1,72
2024-11-09;1,66;1,58;1,72
2024-11-10;1,66;1,59;1,72
2024-11-11;1,66;1,58;1,72
2024-11-12;1,66;1,58;1,71
2024-11-13;1,66;1,58;1,71
2024-11-14;1,65;1,58;1,71
2024-11-15;1,66;1,59;1,71
2024-11-16;1,66;1,59;1,71
2024-11-17;1,65;1,59;1,71
2024-11-18;1,66;1,59;1,71
2024-11-19;1,66;1,59;1,71
2024-11-20;1,66;1,59;1,71
2024-11-21;1,66;1,59;1,72
2024-11-22;1,66;1,6;1,72
2024-11-23;1,67;1,6;1,72
2024-11-24;1,67;1,61;1,72
2024-11-25;1,67;1,61;1,73
2024-11-26;1,67;1,61;1,72
2024-11-27;1,66;1,6;1,72
2024-11-28;1,65;1,59;1,71
2024-11-29;1,66;1,6;1,71
2024-11-30;1,65;1,59;1,71
2024-12-01;1,65;1,59;1,71
2024-12-02;1,66;1,59;1,71
2024-12-03;1,65;1,59;1,71
2024-12-04;1,65;1,59;1,71
2024-12-05;1,66;1,59;1,72
2024-12-06;1,66;1,59;1,72
2024-12-07;1,65;1,58;1,71
2024-12-08;1,65;1,58;1,71
2024-12-09;1,65;1,58;1,71
2024-12-10;1,65;1,59;1,71
2024-12-11;1,66;1,59;1,72
2024-12-12;1,67;1,59;1,72
2024-12-13;1,67;1,6;1,73
2024-12-14;1,67;1,6;1,73
2024-12-15;1,67;1,6;1,73
2024-12-16;1,68;1,61;1,73
2024-12-17;1,67;1,6;1,73
2024-12-18;1,67;1,6;1,73
2024-12-19;1,67;1,61;1,73
2024-12-20;1,68;1,61;1,73
2024-12-21;1,68;1,61;1,73
2024-12-22;1,68;1,61;1,73
2024-12-23;1,68;1,61;1,74
2024-12-24;1,69;1,62;1,74
2024-12-25;1,69;1,62;1,74
2024-12-26;1,69;1,62;1,74
2024-12-27;1,68;1,61;1,74
2024-12-28;1,68;1,61;1,74
2024-12-29;1,69;1,62;1,74
2024-12-30;1,69;1,62;1,75
2024-12-31;1,7;1,63;1,75
2025-01-01;1,7;1,64;1,76
2025-01-02;1,7;1,64;1,76
2025-01-03;1,72;1,65;1,78
2025-01-04;1,73;1,66;1,78
2025-01-05;1,73;1,66;1,79
2025-01-06;1,73;1,66;1,79
2025-01-07;1,73;1,66;1,79
2025-01-08;1,73;1,66;1,78
2025-01-09;1,73;1,66;1,78
2025-01-10;1,73;1,66;1,78
2025-01-11;1,73;1,67;1,79
2025-01-12;1,73;1,68;1,79
2025-01-13;1,73;1,67;1,78
2025-01-14;1,74;1,69;1,8
2025-01-15;1,74;1,68;1,79
2025-01-16;1,74;1,69;1,8
2025-01-17;1,75;1,7;1,8
2025-01-18;1,75;1,7;1,8
2025-01-19;1,75;1,7;1,8
2025-01-20;1,75;1,7;1,8
2025-01-21;1,74;1,7;1,8
2025-01-22;1,74;1,69;1,8
2025-01-23;1,75;1,69;1,8
2025-01-24;1,75;1,69;1,8
2025-01-25;1,74;1,69;1,8
2025-01-26;1,74;1,68;1,8
2025-01-27;1,74;1,68;1,8
2025-01-28;1,74;1,68;1,8
2025-01-29;1,74;1,68;1,8
2025-01-30;1,75;1,68;1,8
2025-01-31;1,75;1,68;1,8
2025-02-01;1,75;1,68;1,8
2025-02-02;1,75;1,68;1,81
2025-02-03;1,75;1,69;1,81
2025-02-04;1,76;1,69;1,81
2025-02-05;1,75;1,69;1,81
2025-02-06;1,75;1,69;1,81
2025-02-07;1,75;1,68;1,81
2025-02-08;1,76;1,68;1,81
2025-02-09;1,76;1,69;1,81
2025-02-10;1,76;1,69;1,81
2025-02-11;1,76;1,7;1,82
2025-02-12;1,75;1,68;1,81
2025-02-13;1,76;1,69;1,82
2025-02-14;1,76;1,69;1,82
2025-02-15;1,76;1,69;1,81
2025-02-16;1,75;1,69;1,81
2025-02-17;1,75;1,69;1,81
2025-02-18;1,75;1,69;1,81
2025-02-19;1,75;1,69;1,81
2025-02-20;1,76;1,69;1,81
2025-02-21;1,75;1,68;1,81
2025-02-22;1,76;1,69;1,81
2025-02-23;1,75;1,69;1,81
2025-02-24;1,75;1,69;1,81
2025-02-25;1,75;1,68;1,8
2025-02-26;1,74;1,68;1,8
2025-02-27;1,74;1,67;1,8
2025-02-28;1,74;1,67;1,8
2025-03-01;1,74;1,68;1,8
2025-03-02;1,74;1,68;1,8
2025-03-03;1,74;1,68;1,8
2025-03-04;1,73;1,66;1,79
2025-03-05;1,73;1,66;1,78
2025-03-06;1,72;1,65;1,77
2025-03-07;1,7;1,63;1,75
2025-03-08;1,7;1,64;1,76
2025-03-09;1,7;1,64;1,76
2025-03-10;1,69;1,63;1,75
2025-03-11;1,69;1,62;1,74
2025-03-12;1,68;1,62;1,74
2025-03-13;1,68;1,62;1,74
2025-03-14;1,69;1,62;1,74
2025-03-15;1,69;1,62;1,74
2025-03-16;1,69;1,61;1,74
2025-03-17;1,68;1,61;1,74
2025-03-18;1,68;1,61;1,74
2025-03-19;1,69;1,61;1,74
2025-03-20;1,68;1,6;1,74
2025-03-21;1,68;1,6;1,74
2025-03-22;1,69;1,61;1,74
2025-03-23;1,69;1,61;1,74
2025-03-24;1,69;1,61;1,74
2025-03-25;1,69;1,61;1,75
2025-03-26;1,69;1,61;1,75
2025-03-27;1,7;1,61;1,76
2025-03-28;1,71;1,61;1,76
2025-03-29;1,71;1,62;1,77
2025-03-30;1,71;1,62;1,77
2025-03-31;1,71;1,61;1,76
2025-04-01;1,7;1,6;1,76
2025-04-02;1,71;1,61;1,77
2025-04-03;1,72;1,62;1,78
2025-04-04;1,71;1,61;1,77
2025-04-05;1,7;1,6;1,75
2025-04-06;1,7;1,6;1,76
2025-04-07;1,7;1,6;1,75
2025-04-08;1,69;1,59;1,75
2025-04-09;1,68;1,58;1,74
2025-04-10;1,67;1,57;1,73
2025-04-11;1,68;1,58;1,74
2025-04-12;1,68;1,58;1,74
2025-04-13;1,68;1,58;1,74
2025-04-14;1,68;1,58;1,74
2025-04-15;1,68;1,57;1,74
2025-04-16;1,68;1,57;1,74
2025-04-17;1,69;1,58;1,75
2025-04-18;1,69;1,59;1,75
2025-04-19;1,69;1,59;1,75
2025-04-20;1,69;1,59;1,75
2025-04-21;1,7;1,59;1,75
2025-04-22;1,69;1,58;1,75
2025-04-23;1,69;1,58;1,75
2025-04-24;1,69;1,57;1,75
2025-04-25;1,69;1,57;1,75
2025-04-26;1,69;1,58;1,75
2025-04-27;1,69;1,58;1,75
2025-04-28;1,69;1,58;1,75
2025-04-29;1,69;1,57;1,74
2025-04-30;1,69;1,57;1,74
2025-05-01;1,68;1,57;1,74
2025-05-02;1,68;1,57;1,74
2025-05-03;1,68;1,57;1,74
2025-05-04;1,68;1,57;1,74
2025-05-05;1,68;1,56;1,74
2025-05-06;1,67;1,56;1,73
2025-05-07;1,68;1,56;1,73
2025-05-08;1,67;1,55;1,73
2025-05-09;1,68;1,55;1,73
2025-05-10;1,68;1,56;1,74
2025-05-11;1,68;1,56;1,74
2025-05-12;1,68;1,56;1,74
2025-05-13;1,68;1,55;1,73
2025-05-14;1,69;1,56;1,74
2025-05-15;1,68;1,56;1,74
2025-05-16;1,68;1,56;1,74
2025-05-17;1,68;1,56;1,74
2025-05-18;1,68;1,56;1,74
2025-05-19;1,68;1,56;1,74
2025-05-20;1,68;1,56;1,74
2025-05-21;1,68;1,56;1,73
2025-05-22;1,68;1,56;1,74
2025-05-23;1,68;1,55;1,73
2025-05-24;1,68;1,55;1,73
2025-05-25;1,67;1,55;1,73
2025-05-26;1,66;1,54;1,72
2025-05-27;1,67;1,55;1,73
2025-05-28;1,67;1,55;1,73
2025-05-29;1,67;1,55;1,73
2025-05-30;1,67;1,55;1,73
2025-05-31;1,67;1,55;1,73
2025-06-01;1,67;1,55;1,73
2025-06-02;1,67;1,55;1,73
2025-06-03;1,67;1,54;1,72
2025-06-04;1,67;1,54;1,72
2025-06-05;1,67;1,54;1,72
2025-06-06;1,67;1,54;1,72
2025-06-07;1,67;1,54;1,72
2025-06-08;1,67;1,54;1,72
